,Unnamed: 0,mea_ddhr,tem_in,hum_in,tem_coil,tem_out,hum_out,cond,loc,time_period,tem_diff,ran
128752,128752,2018-01-30 18:00,0.75,68.41,-3.22,-1.23,75.31,0.0,3,2018-01-30 18:00:00,3.97,True
128753,128753,2018-01-30 19:00,0.48,70.94,-3.14,-1.81,77.72,0.0,3,2018-01-30 19:00:00,3.62,True
128755,128755,2018-01-30 21:00,-0.2,71.95,-3.26,-2.94,80.46,0.0,3,2018-01-30 21:00:00,3.06,True
129003,129003,2018-02-10 5:00,3.07,71.21,-0.51,1.7,74.08,0.0,3,2018-02-10 05:00:00,3.58,True
129004,129004,2018-02-10 6:00,3.25,73.14,-0.51,2.06,76.28,1.0,3,2018-02-10 06:00:00,3.76,True
129005,129005,2018-02-10 7:00,3.47,74.36,-0.32,2.12,77.29,1.0,3,2018-02-10 07:00:00,3.79,True
129006,129006,2018-02-10 8:00,3.86,75.79,-0.28,3.25,73.84,1.0,3,2018-02-10 08:00:00,4.14,True
129007,129007,2018-02-10 9:00,4.05,72.13,-0.05,4.08,64.99,1.0,3,2018-02-10 09:00:00,4.1,True
129008,129008,2018-02-10 10:00,4.57,66.73,-0.13,5.6,52.05,0.0,3,2018-02-10 10:00:00,4.7,True
129101,129101,2018-02-14 7:00,3.77,71.12,0.33,3.93,65.45,0.0,3,2018-02-14 07:00:00,3.44,True
129102,129102,2018-02-14 8:00,4.38,71.92,0.64,5.27,67.28,1.0,3,2018-02-14 08:00:00,3.74,True
129103,129103,2018-02-14 9:00,5.27,72.83,0.67,8.02,58.73,1.0,3,2018-02-14 09:00:00,4.6,True
129104,129104,2018-02-14 10:00,6.64,70.7,0.98,9.91,52.96,1.0,3,2018-02-14 10:00:00,5.66,True
129105,129105,2018-02-14 11:00,7.59,70.24,1.13,11.16,50.37,1.0,3,2018-02-14 11:00:00,6.46,True
129106,129106,2018-02-14 12:00,7.95,72.01,1.36,10.73,54.58,1.0,3,2018-02-14 12:00:00,6.59,True
129107,129107,2018-02-14 13:00,7.95,70.18,1.44,10.21,55.74,1.0,3,2018-02-14 13:00:00,6.51,True
129108,129108,2018-02-14 14:00,8.6,66.3,1.9,9.54,53.69,1.0,3,2018-02-14 14:00:00,6.699999999999998,True
129109,129109,2018-02-14 15:00,8.11,62.91,1.97,8.17,53.02,1.0,3,2018-02-14 15:00:00,6.14,True
129315,129315,2018-02-23 5:00,5.54,73.9,2.93,3.56,77.81,0.0,3,2018-02-23 05:00:00,2.61,True
129320,129320,2018-02-23 10:00,5.67,73.9,2.96,6.12,74.82,0.0,3,2018-02-23 10:00:00,2.71,True
129322,129322,2018-02-23 12:00,7.89,67.98,3.42,10.4,50.55,0.0,3,2018-02-23 12:00:00,4.47,True
129326,129326,2018-02-23 16:00,9.63,62.91,4.11,9.3,60.47,0.0,3,2018-02-23 16:00:00,5.5200000000000005,True
129334,129334,2018-02-24 0:00,7.8,72.31,4.6,5.3,80.25,0.0,3,2018-02-24 00:00:00,3.2,True
129335,129335,2018-02-24 1:00,7.8,71.46,4.6,5.09,81.32,0.0,3,2018-02-24 01:00:00,3.2,True
129336,129336,2018-02-24 2:00,7.71,73.05,4.49,5.54,77.72,0.0,3,2018-02-24 02:00:00,3.22,True
129426,129426,2018-02-27 20:00,7.28,73.26,4.15,5.94,77.01,0.0,3,2018-02-27 20:00:00,3.13,True
129445,129445,2018-02-28 15:00,7.28,79.06,4.87,5.27,85.1,0.0,3,2018-02-28 15:00:00,2.41,True
129446,129446,2018-02-28 16:00,7.37,76.62,4.87,4.96,86.29,0.0,3,2018-02-28 16:00:00,2.5,True
129447,129447,2018-02-28 17:00,7.22,79.0,4.95,5.39,84.55,0.0,3,2018-02-28 17:00:00,2.27,True
129448,129448,2018-02-28 18:00,7.19,76.77,4.87,5.24,84.31,0.0,3,2018-02-28 18:00:00,2.3200000000000003,True
129449,129449,2018-02-28 19:00,7.1,79.76,4.91,5.27,84.83,0.0,3,2018-02-28 19:00:00,2.1899999999999995,True
129450,129450,2018-02-28 20:00,7.01,79.67,4.87,4.81,87.7,0.0,3,2018-02-28 20:00:00,2.14,True
129451,129451,2018-02-28 21:00,6.76,77.38,4.91,2.89,87.3,0.0,3,2018-02-28 21:00:00,1.85,True
129521,129521,2018-03-03 19:00,12.05,60.59,5.02,11.62,59.07,1.0,3,2018-03-03 19:00:00,7.030000000000001,True
129531,129531,2018-03-04 5:00,9.42,69.17,5.71,8.69,74.02,0.0,3,2018-03-04 05:00:00,3.71,True
129532,129532,2018-03-04 6:00,9.3,72.07,5.86,8.02,74.33,0.0,3,2018-03-04 06:00:00,3.4400000000000004,True
129533,129533,2018-03-04 7:00,9.15,73.5,5.83,8.17,78.11,0.0,3,2018-03-04 07:00:00,3.3200000000000003,True
129534,129534,2018-03-04 8:00,9.11,80.13,5.86,6.89,82.6,1.0,3,2018-03-04 08:00:00,3.2499999999999987,True
129535,129535,2018-03-04 9:00,8.69,82.84,5.9,7.16,89.77,1.0,3,2018-03-04 09:00:00,2.7899999999999987,True
129536,129536,2018-03-04 10:00,9.36,86.6,6.21,9.36,88.64,1.0,3,2018-03-04 10:00:00,3.1499999999999995,True
129537,129537,2018-03-04 11:00,10.64,86.02,6.44,11.59,77.9,1.0,3,2018-03-04 11:00:00,4.2,True
129538,129538,2018-03-04 12:00,10.85,81.41,6.74,11.68,76.56,1.0,3,2018-03-04 12:00:00,4.1099999999999985,True
129539,129539,2018-03-04 13:00,11.31,82.75,6.86,12.05,77.44,1.0,3,2018-03-04 13:00:00,4.45,True
129540,129540,2018-03-04 14:00,12.14,84.98,6.93,12.44,79.37,1.0,3,2018-03-04 14:00:00,5.210000000000001,True
129541,129541,2018-03-04 15:00,12.78,83.64,7.39,13.33,76.77,1.0,3,2018-03-04 15:00:00,5.39,True
129542,129542,2018-03-04 16:00,12.47,82.3,7.5,12.81,76.56,1.0,3,2018-03-04 16:00:00,4.9700000000000015,True
129543,129543,2018-03-04 17:00,13.11,79.4,8.0,14.0,72.41,1.0,3,2018-03-04 17:00:00,5.1099999999999985,True
129544,129544,2018-03-04 18:00,12.72,79.43,7.81,12.53,73.47,1.0,3,2018-03-04 18:00:00,4.910000000000001,True
129545,129545,2018-03-04 19:00,11.92,80.92,7.89,11.92,78.91,1.0,3,2018-03-04 19:00:00,4.03,True
129546,129546,2018-03-04 20:00,12.78,80.53,8.0,12.2,80.98,1.0,3,2018-03-04 20:00:00,4.7799999999999985,True
129547,129547,2018-03-04 21:00,12.75,78.27,8.08,8.57,86.29,1.0,3,2018-03-04 21:00:00,4.67,True
129548,129548,2018-03-04 22:00,12.44,81.62,8.34,10.09,92.37,1.0,3,2018-03-04 22:00:00,4.1,True
129549,129549,2018-03-04 23:00,12.23,80.28,8.31,9.6,93.35,1.0,3,2018-03-04 23:00:00,3.92,True
129550,129550,2018-03-05 0:00,11.92,84.52,8.57,9.76,92.92,1.0,3,2018-03-05 00:00:00,3.35,True
129551,129551,2018-03-05 1:00,11.77,82.88,8.61,9.18,92.12,1.0,3,2018-03-05 01:00:00,3.16,True
129552,129552,2018-03-05 2:00,11.34,80.49,8.5,8.44,91.94,1.0,3,2018-03-05 02:00:00,2.84,True
129553,129553,2018-03-05 3:00,10.61,81.2,8.46,7.34,90.26,1.0,3,2018-03-05 03:00:00,2.1499999999999986,True
129554,129554,2018-03-05 4:00,10.27,78.91,8.27,6.58,90.63,0.0,3,2018-03-05 04:00:00,2.0,True
129755,129755,2018-03-13 13:00,14.79,62.06,9.07,17.42,52.66,0.0,3,2018-03-13 13:00:00,5.719999999999999,True
129756,129756,2018-03-13 14:00,15.34,64.16,9.57,16.17,58.18,0.0,3,2018-03-13 14:00:00,5.77,True
129757,129757,2018-03-13 15:00,15.43,67.06,9.79,15.8,64.35,1.0,3,2018-03-13 15:00:00,5.6400000000000015,True
129758,129758,2018-03-13 16:00,14.95,71.49,9.6,15.68,65.17,1.0,3,2018-03-13 16:00:00,5.35,True
129759,129759,2018-03-13 17:00,14.7,72.25,9.53,15.16,67.74,1.0,3,2018-03-13 17:00:00,5.17,True
129760,129760,2018-03-13 18:00,14.79,73.66,9.53,14.21,73.44,1.0,3,2018-03-13 18:00:00,5.26,True
129761,129761,2018-03-13 19:00,14.43,75.24,9.57,13.75,74.94,1.0,3,2018-03-13 19:00:00,4.8599999999999985,True
129762,129762,2018-03-13 20:00,14.24,75.67,9.64,13.45,76.31,1.0,3,2018-03-13 20:00:00,4.6,True
129763,129763,2018-03-13 21:00,14.21,76.43,9.79,13.57,76.1,1.0,3,2018-03-13 21:00:00,4.420000000000002,True
129764,129764,2018-03-13 22:00,13.97,77.29,9.79,13.51,74.3,1.0,3,2018-03-13 22:00:00,4.1800000000000015,True
129786,129786,2018-03-14 20:00,17.72,66.03,12.62,16.65,67.7,0.0,3,2018-03-14 20:00:00,5.1,True
129787,129787,2018-03-14 21:00,17.11,66.91,12.58,16.32,65.42,0.0,3,2018-03-14 21:00:00,4.5299999999999985,True
129788,129788,2018-03-14 22:00,16.96,67.52,12.66,16.68,64.68,0.0,3,2018-03-14 22:00:00,4.300000000000002,True
129790,129790,2018-03-15 0:00,16.38,70.33,12.81,15.92,69.9,0.0,3,2018-03-15 00:00:00,3.5699999999999985,True
129791,129791,2018-03-15 1:00,15.98,74.85,12.88,15.01,77.66,0.0,3,2018-03-15 01:00:00,3.1,True
129792,129792,2018-03-15 2:00,15.71,77.59,12.92,14.55,79.46,0.0,3,2018-03-15 02:00:00,2.7900000000000014,True
129793,129793,2018-03-15 3:00,15.43,80.53,12.96,14.0,86.14,1.0,3,2018-03-15 03:00:00,2.4699999999999993,True
129794,129794,2018-03-15 4:00,15.01,82.72,12.92,13.75,88.52,1.0,3,2018-03-15 04:00:00,2.09,True
129795,129795,2018-03-15 5:00,14.82,84.86,12.92,13.42,89.47,1.0,3,2018-03-15 05:00:00,1.9000000000000004,True
129796,129796,2018-03-15 6:00,14.73,84.89,12.96,13.48,89.87,1.0,3,2018-03-15 06:00:00,1.7699999999999996,True
129797,129797,2018-03-15 7:00,14.79,86.51,13.0,14.12,90.93,1.0,3,2018-03-15 07:00:00,1.7899999999999991,True
129798,129798,2018-03-15 8:00,15.13,86.2,13.11,14.82,87.12,1.0,3,2018-03-15 08:00:00,2.0200000000000014,True
129799,129799,2018-03-15 9:00,15.25,85.29,13.11,14.95,86.05,1.0,3,2018-03-15 09:00:00,2.140000000000001,True
129800,129800,2018-03-15 10:00,15.53,85.96,13.19,15.04,85.01,1.0,3,2018-03-15 10:00:00,2.34,True
129801,129801,2018-03-15 11:00,15.4,86.17,13.27,14.52,88.0,1.0,3,2018-03-15 11:00:00,2.130000000000001,True
129802,129802,2018-03-15 12:00,15.46,86.14,13.3,14.52,88.55,1.0,3,2018-03-15 12:00:00,2.16,True
129803,129803,2018-03-15 13:00,15.31,84.71,13.27,14.33,85.81,1.0,3,2018-03-15 13:00:00,2.040000000000001,True
129804,129804,2018-03-15 14:00,14.61,80.49,13.23,11.43,83.82,0.0,3,2018-03-15 14:00:00,1.379999999999999,True
129895,129895,2018-03-19 9:00,9.51,82.69,9.18,7.19,90.81,0.0,3,2018-03-19 09:00:00,0.3300000000000001,True
129896,129896,2018-03-19 10:00,9.97,82.78,9.15,8.41,88.0,0.0,3,2018-03-19 10:00:00,0.8200000000000003,True
129897,129897,2018-03-19 11:00,10.37,82.39,9.3,9.57,82.66,0.0,3,2018-03-19 11:00:00,1.0699999999999985,True
129898,129898,2018-03-19 12:00,10.73,81.07,9.34,10.0,79.88,0.0,3,2018-03-19 12:00:00,1.3900000000000006,True
130086,130086,2018-03-24 16:00,11.43,67.25,7.24,10.4,70.88,0.0,3,2018-03-24 16:00:00,4.19,True
130087,130087,2018-03-24 16:30,11.5,68.32,7.39,11.1,70.76,0.0,3,2018-03-24 16:00:00,4.11,True
130090,130090,2018-03-24 18:00,11.31,68.86,7.43,8.96,73.2,0.0,3,2018-03-24 18:00:00,3.8800000000000012,True
130171,130171,2018-03-26 10:30,8.99,78.14,7.39,7.1,93.86,0.0,3,2018-03-26 10:00:00,1.6000000000000003,True
130172,130172,2018-03-26 11:00,9.51,76.8,7.62,9.39,86.2,0.0,3,2018-03-26 11:00:00,1.89,True
130173,130173,2018-03-26 11:30,10.06,74.94,7.7,12.23,68.65,0.0,3,2018-03-26 11:00:00,2.3600000000000003,True
130176,130176,2018-03-26 13:00,10.95,73.2,7.96,12.14,64.16,0.0,3,2018-03-26 13:00:00,2.9899999999999998,True
130177,130177,2018-03-26 13:30,11.31,72.31,8.04,11.8,65.6,0.0,3,2018-03-26 13:00:00,3.2700000000000014,True
130178,130178,2018-03-26 14:00,11.31,72.89,8.12,11.19,68.65,0.0,3,2018-03-26 14:00:00,3.1900000000000013,True
130179,130179,2018-03-26 14:30,11.28,72.59,8.23,10.64,71.86,0.0,3,2018-03-26 14:00:00,3.049999999999999,True
130180,130180,2018-03-26 15:00,11.47,73.2,8.12,10.67,72.89,0.0,3,2018-03-26 15:00:00,3.3500000000000014,True
130181,130181,2018-03-26 15:30,11.62,72.53,8.12,10.49,72.13,0.0,3,2018-03-26 15:00:00,3.5,True
130182,130182,2018-03-26 16:00,11.43,71.86,8.27,9.69,73.63,0.0,3,2018-03-26 16:00:00,3.16,True
130213,130213,2018-03-27 8:00,8.53,81.87,7.7,9.51,79.0,0.0,3,2018-03-27 08:00:00,0.8299999999999992,True
130214,130214,2018-03-27 8:30,9.05,80.43,7.89,11.34,70.05,0.0,3,2018-03-27 08:00:00,1.160000000000001,True
130215,130215,2018-03-27 9:00,9.6,78.02,7.96,13.97,56.2,0.0,3,2018-03-27 09:00:00,1.6399999999999997,True
130216,130216,2018-03-27 9:30,10.21,77.14,8.19,15.98,47.71,0.0,3,2018-03-27 09:00:00,2.0200000000000014,True
130217,130217,2018-03-27 10:00,10.64,74.97,8.19,18.42,42.28,0.0,3,2018-03-27 10:00:00,2.450000000000001,True
130218,130218,2018-03-27 10:30,11.25,73.08,8.34,19.22,38.19,0.0,3,2018-03-27 10:00:00,2.91,True
130219,130219,2018-03-27 11:00,11.77,71.46,8.53,20.23,37.18,0.0,3,2018-03-27 11:00:00,3.24,True
130220,130220,2018-03-27 11:30,12.32,69.96,8.5,20.1,41.42,0.0,3,2018-03-27 11:00:00,3.82,True
130221,130221,2018-03-27 12:00,12.87,68.41,8.69,21.11,41.24,0.0,3,2018-03-27 12:00:00,4.18,True
130222,130222,2018-03-27 12:30,13.24,68.16,8.8,20.01,43.44,0.0,3,2018-03-27 12:00:00,4.44,True
130223,130223,2018-03-27 13:00,13.54,68.16,8.88,20.56,42.98,0.0,3,2018-03-27 13:00:00,4.659999999999998,True
130224,130224,2018-03-27 13:30,13.91,66.88,8.95,19.8,44.08,0.0,3,2018-03-27 13:00:00,4.960000000000001,True
130225,130225,2018-03-27 14:00,14.37,65.57,9.07,19.43,45.54,0.0,3,2018-03-27 14:00:00,5.299999999999999,True
130226,130226,2018-03-27 14:30,14.61,65.9,9.18,19.22,46.7,1.0,3,2018-03-27 14:00:00,5.43,True
130227,130227,2018-03-27 15:00,14.85,65.78,9.26,18.58,49.54,1.0,3,2018-03-27 15:00:00,5.59,True
130228,130228,2018-03-27 15:30,15.16,64.59,9.34,18.12,50.73,1.0,3,2018-03-27 15:00:00,5.82,True
130229,130229,2018-03-27 16:00,15.56,63.86,9.53,17.45,52.93,1.0,3,2018-03-27 16:00:00,6.030000000000001,True
130230,130230,2018-03-27 16:30,15.8,63.92,10.29,17.05,55.59,0.0,3,2018-03-27 16:00:00,5.5100000000000025,True
130232,130232,2018-03-27 17:30,15.46,64.99,9.98,15.62,60.44,0.0,3,2018-03-27 17:00:00,5.48,True
130233,130233,2018-03-27 18:00,15.16,65.87,9.95,14.76,63.31,0.0,3,2018-03-27 18:00:00,5.210000000000001,True
130234,130234,2018-03-27 18:30,14.88,66.73,9.76,14.27,65.32,0.0,3,2018-03-27 18:00:00,5.120000000000001,True
130235,130235,2018-03-27 19:00,14.7,67.43,9.83,13.57,67.58,0.0,3,2018-03-27 19:00:00,4.869999999999999,True
130236,130236,2018-03-27 19:30,14.73,67.09,9.79,13.02,69.87,0.0,3,2018-03-27 19:00:00,4.940000000000001,True
130237,130237,2018-03-27 20:00,14.06,69.29,9.79,12.81,71.18,0.0,3,2018-03-27 20:00:00,4.270000000000001,True
130238,130238,2018-03-27 20:30,13.97,69.47,9.83,12.63,71.7,0.0,3,2018-03-27 20:00:00,4.1400000000000015,True
130239,130239,2018-03-27 21:00,13.66,70.6,9.91,12.5,72.01,0.0,3,2018-03-27 21:00:00,3.75,True
130240,130240,2018-03-27 21:30,13.72,70.48,9.87,12.11,72.99,0.0,3,2018-03-27 21:00:00,3.8500000000000014,True
130241,130241,2018-03-27 22:00,13.39,71.52,9.87,11.62,75.79,0.0,3,2018-03-27 22:00:00,3.5200000000000014,True
130242,130242,2018-03-27 22:30,12.87,73.53,9.87,11.28,77.75,0.0,3,2018-03-27 22:00:00,3.0,True
130243,130243,2018-03-27 23:00,12.78,74.08,9.83,10.85,78.88,0.0,3,2018-03-27 23:00:00,2.9499999999999997,True
130244,130244,2018-03-27 23:30,12.75,74.51,9.79,10.95,79.73,0.0,3,2018-03-27 23:00:00,2.9600000000000013,True
130245,130245,2018-03-28 0:00,12.66,74.76,9.87,11.19,79.27,0.0,3,2018-03-28 00:00:00,2.7900000000000014,True
130246,130246,2018-03-28 0:30,12.53,75.49,9.83,11.01,79.76,0.0,3,2018-03-28 00:00:00,2.6999999999999997,True
130247,130247,2018-03-28 1:00,12.32,76.22,9.79,10.76,80.25,0.0,3,2018-03-28 01:00:00,2.5300000000000007,True
130248,130248,2018-03-28 1:30,12.14,76.53,9.98,10.49,80.65,0.0,3,2018-03-28 01:00:00,2.16,True
130249,130249,2018-03-28 2:00,11.95,77.17,10.02,10.24,81.35,0.0,3,2018-03-28 02:00:00,1.93,True
130250,130250,2018-03-28 2:30,11.8,77.44,9.87,10.06,81.72,0.0,3,2018-03-28 02:00:00,1.9300000000000013,True
130251,130251,2018-03-28 3:00,11.53,77.63,9.83,9.42,82.75,0.0,3,2018-03-28 03:00:00,1.6999999999999993,True
130260,130260,2018-03-28 7:30,10.92,80.28,9.83,11.22,76.59,0.0,3,2018-03-28 07:00:00,1.09,True
130261,130261,2018-03-28 8:00,11.34,79.61,9.91,12.96,68.93,0.0,3,2018-03-28 08:00:00,1.4299999999999995,True
130262,130262,2018-03-28 8:30,11.77,79.46,10.02,15.1,62.27,0.0,3,2018-03-28 08:00:00,1.75,True
130263,130263,2018-03-28 9:00,12.2,78.02,10.02,17.6,52.96,0.0,3,2018-03-28 09:00:00,2.18,True
130264,130264,2018-03-28 9:30,12.75,76.04,9.98,19.98,46.0,0.0,3,2018-03-28 09:00:00,2.77,True
130265,130265,2018-03-28 10:00,13.36,74.36,10.21,22.0,41.24,0.0,3,2018-03-28 10:00:00,3.1499999999999986,True
130266,130266,2018-03-28 10:30,13.82,72.65,10.29,22.79,36.51,0.0,3,2018-03-28 10:00:00,3.530000000000001,True
130267,130267,2018-03-28 11:00,14.24,70.91,10.63,21.75,38.64,0.0,3,2018-03-28 11:00:00,3.61,True
130268,130268,2018-03-28 11:30,14.52,69.44,10.48,21.57,40.87,0.0,3,2018-03-28 11:00:00,4.039999999999999,True
130269,130269,2018-03-28 12:00,14.76,68.68,10.67,21.05,42.98,0.0,3,2018-03-28 12:00:00,4.09,True
130283,130283,2018-03-28 19:00,16.04,66.33,11.47,14.73,69.51,0.0,3,2018-03-28 19:00:00,4.569999999999999,True
130284,130284,2018-03-28 19:30,15.74,68.32,11.55,14.09,72.8,0.0,3,2018-03-28 19:00:00,4.19,True
130285,130285,2018-03-28 20:00,15.22,71.21,11.63,13.75,75.49,0.0,3,2018-03-28 20:00:00,3.59,True
130286,130286,2018-03-28 20:30,15.01,72.34,11.59,13.72,75.0,0.0,3,2018-03-28 20:00:00,3.42,True
130287,130287,2018-03-28 21:00,14.85,72.83,11.55,13.97,73.53,0.0,3,2018-03-28 21:00:00,3.299999999999999,True
130288,130288,2018-03-28 21:30,14.91,72.83,11.55,13.82,74.42,0.0,3,2018-03-28 21:00:00,3.3599999999999994,True
130289,130289,2018-03-28 22:00,14.7,74.73,11.47,13.69,77.59,0.0,3,2018-03-28 22:00:00,3.229999999999998,True
130290,130290,2018-03-28 22:30,14.61,75.18,11.63,13.48,76.95,0.0,3,2018-03-28 22:00:00,2.979999999999998,True
130291,130291,2018-03-28 23:00,14.49,76.1,11.66,13.02,80.4,0.0,3,2018-03-28 23:00:00,2.83,True
130292,130292,2018-03-28 23:30,14.06,78.63,11.66,12.29,82.2,0.0,3,2018-03-28 23:00:00,2.4000000000000004,True
130293,130293,2018-03-29 0:00,13.72,78.94,11.63,11.95,84.07,0.0,3,2018-03-29 00:00:00,2.09,True
130294,130294,2018-03-29 0:30,13.85,79.3,11.59,11.71,84.77,0.0,3,2018-03-29 00:00:00,2.26,True
130295,130295,2018-03-29 1:00,13.85,79.98,11.59,11.92,85.1,0.0,3,2018-03-29 01:00:00,2.26,True
130296,130296,2018-03-29 1:30,13.6,79.91,11.55,12.17,85.1,0.0,3,2018-03-29 01:00:00,2.049999999999999,True
130297,130297,2018-03-29 2:00,13.51,81.9,11.7,12.38,84.71,0.0,3,2018-03-29 02:00:00,1.8100000000000005,True
130298,130298,2018-03-29 2:30,13.39,81.32,11.55,12.32,83.91,0.0,3,2018-03-29 02:00:00,1.84,True
130299,130299,2018-03-29 3:00,13.69,80.53,11.55,12.81,81.72,0.0,3,2018-03-29 03:00:00,2.1399999999999992,True
130300,130300,2018-03-29 3:30,13.63,81.29,11.66,13.17,81.2,0.0,3,2018-03-29 03:00:00,1.9700000000000009,True
130301,130301,2018-03-29 4:00,13.54,81.81,11.74,12.66,81.65,0.0,3,2018-03-29 04:00:00,1.7999999999999992,True
130302,130302,2018-03-29 4:30,13.39,81.84,11.66,11.95,82.6,0.0,3,2018-03-29 04:00:00,1.7300000000000004,True
130303,130303,2018-03-29 5:00,13.6,80.56,11.7,12.01,84.19,0.0,3,2018-03-29 05:00:00,1.9000000000000004,True
130304,130304,2018-03-29 5:30,13.27,82.17,11.7,11.8,84.43,0.0,3,2018-03-29 05:00:00,1.5700000000000005,True
130305,130305,2018-03-29 6:00,13.33,82.39,11.7,12.2,85.35,0.0,3,2018-03-29 06:00:00,1.6300000000000008,True
130306,130306,2018-03-29 6:30,13.39,82.02,11.59,12.35,84.25,0.0,3,2018-03-29 06:00:00,1.8000000000000007,True
130307,130307,2018-03-29 7:00,13.27,82.48,11.78,12.35,83.97,0.0,3,2018-03-29 07:00:00,1.4900000000000002,True
130308,130308,2018-03-29 7:30,13.17,83.03,11.66,12.41,83.79,0.0,3,2018-03-29 07:00:00,1.5099999999999998,True
130309,130309,2018-03-29 8:00,13.54,82.17,11.74,12.99,81.87,0.0,3,2018-03-29 08:00:00,1.7999999999999992,True
130310,130310,2018-03-29 8:30,13.82,81.56,11.78,13.79,78.97,0.0,3,2018-03-29 08:00:00,2.040000000000001,True
130311,130311,2018-03-29 9:00,14.18,81.04,11.85,14.43,73.9,1.0,3,2018-03-29 09:00:00,2.33,True
130312,130312,2018-03-29 9:30,14.24,79.64,11.89,13.97,76.98,0.0,3,2018-03-29 09:00:00,2.35,True
130313,130313,2018-03-29 10:00,14.37,79.37,11.89,14.7,72.53,0.0,3,2018-03-29 10:00:00,2.479999999999998,True
130314,130314,2018-03-29 10:30,14.58,75.92,12.12,15.19,69.51,0.0,3,2018-03-29 10:00:00,2.460000000000001,True
130315,130315,2018-03-29 11:00,14.73,76.43,12.12,15.46,68.5,0.0,3,2018-03-29 11:00:00,2.6100000000000008,True
130316,130316,2018-03-29 11:30,14.73,75.58,12.16,15.19,68.62,0.0,3,2018-03-29 11:00:00,2.5700000000000003,True
130317,130317,2018-03-29 12:00,14.91,74.54,12.2,15.83,66.88,0.0,3,2018-03-29 12:00:00,2.7100000000000013,True
130318,130318,2018-03-29 12:30,15.19,73.96,12.16,16.78,61.54,0.0,3,2018-03-29 12:00:00,3.03,True
130319,130319,2018-03-29 13:00,15.46,72.59,12.24,17.42,61.69,0.0,3,2018-03-29 13:00:00,3.2200000000000006,True
130320,130320,2018-03-29 13:30,15.4,72.86,12.35,14.98,68.65,0.0,3,2018-03-29 13:00:00,3.0500000000000007,True
130321,130321,2018-03-29 14:00,16.04,71.18,12.39,16.23,65.9,0.0,3,2018-03-29 14:00:00,3.649999999999999,True
130322,130322,2018-03-29 14:30,16.44,69.69,12.54,16.26,64.53,0.0,3,2018-03-29 14:00:00,3.9000000000000017,True
130323,130323,2018-03-29 15:00,16.47,68.32,12.46,15.62,65.54,0.0,3,2018-03-29 15:00:00,4.009999999999998,True
130463,130463,2018-04-01 13:00,16.53,72.19,13.5,18.3,65.29,0.0,3,2018-04-01 13:00:00,3.030000000000001,True
130464,130464,2018-04-01 13:30,16.96,73.75,13.8,18.09,69.29,0.0,3,2018-04-01 13:00:00,3.16,True
130465,130465,2018-04-01 14:00,17.08,76.13,13.76,18.06,71.15,1.0,3,2018-04-01 14:00:00,3.3199999999999985,True
130466,130466,2018-04-01 14:30,17.33,76.95,13.72,18.06,71.46,1.0,3,2018-04-01 14:00:00,3.6099999999999977,True
130467,130467,2018-04-01 15:00,17.48,75.34,13.84,17.91,71.7,1.0,3,2018-04-01 15:00:00,3.640000000000001,True
130468,130468,2018-04-01 15:30,17.48,74.97,13.91,18.3,70.76,1.0,3,2018-04-01 15:00:00,3.5700000000000003,True
130469,130469,2018-04-01 16:00,17.54,75.92,13.84,17.97,71.15,1.0,3,2018-04-01 16:00:00,3.6999999999999993,True
130470,130470,2018-04-01 16:30,17.75,74.76,13.91,17.54,73.41,1.0,3,2018-04-01 16:00:00,3.84,True
130471,130471,2018-04-01 17:00,17.39,77.08,13.99,16.99,75.31,1.0,3,2018-04-01 17:00:00,3.4000000000000004,True
130472,130472,2018-04-01 17:30,17.3,77.26,14.07,16.93,75.09,1.0,3,2018-04-01 17:00:00,3.2300000000000004,True
130473,130473,2018-04-01 18:00,17.23,77.75,13.99,16.38,78.3,1.0,3,2018-04-01 18:00:00,3.24,True
130474,130474,2018-04-01 18:30,16.93,78.39,13.91,16.04,79.61,1.0,3,2018-04-01 18:00:00,3.02,True
130475,130475,2018-04-01 19:00,16.84,79.0,13.99,15.95,79.52,1.0,3,2018-04-01 19:00:00,2.85,True
130476,130476,2018-04-01 19:30,16.87,78.66,14.07,15.86,80.49,1.0,3,2018-04-01 19:00:00,2.8000000000000007,True
130477,130477,2018-04-01 20:00,16.81,78.79,14.18,15.86,80.13,0.0,3,2018-04-01 20:00:00,2.629999999999999,True
130478,130478,2018-04-01 20:30,16.65,79.03,14.03,15.74,79.88,0.0,3,2018-04-01 20:00:00,2.619999999999999,True
130479,130479,2018-04-01 21:00,16.47,79.82,14.03,15.49,80.04,0.0,3,2018-04-01 21:00:00,2.4399999999999995,True
130480,130480,2018-04-01 21:30,16.29,80.95,13.99,15.49,81.87,0.0,3,2018-04-01 21:00:00,2.299999999999999,True
130481,130481,2018-04-01 22:00,16.32,79.18,14.07,15.31,81.93,0.0,3,2018-04-01 22:00:00,2.25,True
130482,130482,2018-04-01 22:30,16.01,81.2,14.07,15.1,83.36,0.0,3,2018-04-01 22:00:00,1.9400000000000013,True
130483,130483,2018-04-01 23:00,15.92,82.3,14.11,15.07,82.66,0.0,3,2018-04-01 23:00:00,1.8100000000000005,True
130484,130484,2018-04-01 23:30,15.83,82.11,14.03,14.73,83.91,0.0,3,2018-04-01 23:00:00,1.8000000000000007,True
130485,130485,2018-04-02 0:00,15.68,82.6,14.03,14.43,84.74,0.0,3,2018-04-02 00:00:00,1.6500000000000004,True
